18375986103775947020	\u0023\uFE0F\u20E3
18438675857384634575	\u002A\uFE0F\u20E3
18385478672498346937	\u0030\uFE0F\u20E3
18410547166846506942	\u0031\uFE0F\u20E3
18420043288988595383	\u0032\uFE0F\u20E3
18445111783177051324	\u0033\uFE0F\u20E3
18394794956691891621	\u0034\uFE0F\u20E3
18405798356576825770	\u0035\uFE0F\u20E3
18429359573189813187	\u0036\uFE0F\u20E3
18382370469205077960	\u0037\uFE0F\u20E3
18445652368447908961	\u0038\uFE0F\u20E3
18391914602758640550	\u0039\uFE0F\u20E3
18407458474595963140	\u00A9
18445853390556352369	\u00AE
18386358215879006129	\u1F004
18391089608996097239	\u1F0CF
18419204480553571666	\u1F170
18380809564593182437	\u1F171
18413499093997198377	\u1F17E
18384568653802510192	\u1F17F
18377191313621160454	\u1F18E
18434892933032746751	\u1F191
18396498017072357522	\u1F192
18430160695149896229	\u1F193
18410694730720909088	\u1F194
18444357408798447795	\u1F195
18405962492838058566	\u1F196
18439625170915597273	\u1F197
18382301303423805956	\u1F198
18415963981501344663	\u1F199
18397035032654258447	\u1F19A
18440290675387785227	\u1F1E6\u1F1E8
18406627997310246520	\u1F1E6\u1F1E9
18387699046315728240	\u1F1E6\u1F1EA
18416629486510416425	\u1F1E6\u1F1EB
18382966808432877718	\u1F1E6\u1F1EC
18397163522215650236	\u1F1E6\u1F1EE
18374853234736821725	\u1F1E6\u1F1F1
18417980388580061476	\u1F1E6\u1F1F2
18422712626462911998	\u1F1E6\u1F1F4
18427444864345762520	\u1F1E6\u1F1F6
18389049948385373291	\u1F1E6\u1F1F7
18432177102228613042	\u1F1E6\u1F1F8
18393782186268223813	\u1F1E6\u1F1F9
18412711137799625901	\u1F1E6\u1F1FA
18417443375682476423	\u1F1E6\u1F1FC
18388512935487788238	\u1F1E6\u1F1FD
18393245173370638760	\u1F1E6\u1F1FF
18419803643073471942	\u1F1E7\u1F1E6
18381408727113082713	\u1F1E7\u1F1E7
18414534392695699223	\u1F1E7\u1F1E9
18422488709306166415	\u1F1E7\u1F1EA
18384093793345777186	\u1F1E7\u1F1EB
18417756471423315893	\u1F1E7\u1F1EC
18379361555328705712	\u1F1E7\u1F1ED
18413024233406244419	\u1F1E7\u1F1EE
18446686911483783126	\u1F1E7\u1F1EF
18385226201520762722	\u1F1E7\u1F1F1
18423621117481151951	\u1F1E7\u1F1F2
18389958439403613244	\u1F1E7\u1F1F3
18428353355364002473	\u1F1E7\u1F1F4
18433085593246852995	\u1F1E7\u1F1F6
18399422915169314288	\u1F1E7\u1F1F7
18437817831398145421	\u1F1E7\u1F1F8
18404155153320606714	\u1F1E7\u1F1F9
18378446788095451711	\u1F1E7\u1F1FB
18416841704055840940	\u1F1E7\u1F1FC
18421573941938691462	\u1F1E7\u1F1FE
18387911263861152755	\u1F1E7\u1F1FF
18407316184087845099	\u1F1E8\u1F1E6
18430977373636318661	\u1F1E8\u1F1E8
18397314695558779954	\u1F1E8\u1F1E9
18386239181637207559	\u1F1E8\u1F1EB
18424634097597596788	\u1F1E8\u1F1EC
18444100061892362977	\u1F1E8\u1F1ED
18410437383814824270	\u1F1E8\u1F1EE
18427159899362859604	\u1F1E8\u1F1F0
18388764983402470375	\u1F1E8\u1F1F1
18422427661480009082	\u1F1E8\u1F1F2
18384032745519619853	\u1F1E8\u1F1F3
18436624375128560648	\u1F1E8\u1F1F4
18398229459168171419	\u1F1E8\u1F1F5
18393497221285320897	\u1F1E8\u1F1F7
18430281102847922263	\u1F1E8\u1F1FA
18391886186887533034	\u1F1E8\u1F1FB
18425548864965071741	\u1F1E8\u1F1FC
18406082900536084600	\u1F1E8\u1F1FD
18439745578613623307	\u1F1E8\u1F1FE
18401350662653234078	\u1F1E8\u1F1FF
18416467823451840569	\u1F1E9\u1F1EA
18421200061334691091	\u1F1E9\u1F1EC
18397001859157074380	\u1F1E9\u1F1EF
18394576935453005567	\u1F1E9\u1F1F0
18389844697570155045	\u1F1E9\u1F1F2
18404041411218706611	\u1F1E9\u1F1F4
18444483500574021097	\u1F1E9\u1F1FF
18391443449471000676	\u1F1EA\u1F1E6
18430375377926312102	\u1F1EA\u1F1E8
18441450893726977825	\u1F1EA\u1F1EA
18446183131609828347	\u1F1EA\u1F1EC
18417252691549361114	\u1F1EA\u1F1ED
18405262414421060110	\u1F1EA\u1F1F7
18381064212109222447	\u1F1EA\u1F1F8
18419459128069611676	\u1F1EA\u1F1F9
18431071652741233892	\u1F1EA\u1F1FA
18375150802090870880	\u1F1EB\u1F1EE
18404081242285559065	\u1F1EB\u1F1EF
18399189743424918470	\u1F1EB\u1F1F0
18403921981307768992	\u1F1EB\u1F1F2
